[INFO ] [2021-07-24 16:52:11,187] Pre-condition - Step 01: Open browser 'firefox' and navigate to 'http://demo.nopcommerce.com/'
[INFO ] [2021-07-28 18:04:03,465]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-28 18:04:03,469] User_1_Register - Step 02: Click to Register Link
[INFO ] [2021-07-28 18:04:07,395] User_1_Register - Step 03: Click to Gender male radio
[INFO ] [2021-07-28 18:04:07,710] User_1_Register - Step 04: Input to Firstname Textbox
[INFO ] [2021-07-28 18:04:07,822] User_1_Register - Step 05: Input to Lastname Textbox
[INFO ] [2021-07-28 18:04:07,944] User_1_Register - Step 06: Input to Email Textbox
[INFO ] [2021-07-28 18:04:08,074] User_1_Register - Step 07: Input to Password Textboxkool73@live.com
[INFO ] [2021-07-28 18:04:08,179] User_1_Register - Step 08: Input to Confirm Password Textbox123456
[INFO ] [2021-07-28 18:04:08,291] User_1_Register - Step 09: Click to Register Button
[INFO ] [2021-07-28 18:04:10,999] User_1_Register - Step 10: Verify Message is Displayed
[INFO ] [2021-07-28 18:04:11,102] User_1_Register - Step 11: Click to Logout Link
[INFO ] [2021-07-28 18:04:13,048] User_1_Register - Step 12: Verify Home Page Slide is Displayed
[INFO ] [2021-07-28 18:04:13,162]  -------------------------- FAILED -------------------------- 
[INFO ] [2021-07-28 18:25:00,734] --------------START delete file in folder -----------
[INFO ] [2021-07-28 18:25:00,736] --------------END delete file in folder -----------
[INFO ] [2021-07-28 18:25:00,749] Pre-condition: Open browser 'firefox' and navigate to 'http://demo.nopcommerce.com/'
[INFO ] [2021-07-28 18:25:12,955] User_01_Register - Step 01: Verify Home Page is displayed
[INFO ] [2021-07-28 18:25:13,135]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-28 18:25:13,137] User_1_Register - Step 02: Click to Register Link
[INFO ] [2021-07-28 18:25:14,653] User_1_Register - Step 03: Click to Gender male radio
[INFO ] [2021-07-28 18:25:14,981] User_1_Register - Step 04: Input to Firstname Textbox
[INFO ] [2021-07-28 18:25:15,102] User_1_Register - Step 05: Input to Lastname Textbox
[INFO ] [2021-07-28 18:25:15,217] User_1_Register - Step 06: Input to Email Textbox
[INFO ] [2021-07-28 18:25:15,358] User_1_Register - Step 07: Input to Password Textboxkool8852@live.com
[INFO ] [2021-07-28 18:25:15,475] User_1_Register - Step 08: Input to Confirm Password Textbox123456
[INFO ] [2021-07-28 18:25:15,583] User_1_Register - Step 09: Click to Register Button
[INFO ] [2021-07-28 18:25:17,739] User_1_Register - Step 10: Verify Message is Displayed
[INFO ] [2021-07-28 18:25:17,877] User_1_Register - Step 11: Click to Logout Link
[INFO ] [2021-07-28 18:25:20,151] User_1_Register - Step 12: Verify Home Page Slide is Displayed
[INFO ] [2021-07-28 18:25:20,266]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-28 18:28:08,644] --------------START delete file in folder -----------
[INFO ] [2021-07-28 18:28:08,647] --------------END delete file in folder -----------
[INFO ] [2021-07-28 18:28:08,662] Pre-condition: Open browser 'firefox' and navigate to 'http://demo.nopcommerce.com/'
[INFO ] [2021-07-28 18:28:20,493] User_01_Register - Step 01: Verify Home Page is displayed
[INFO ] [2021-07-28 18:28:20,660]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-28 18:28:20,662] User_1_Register - Step 02: Click to Register Link
[INFO ] [2021-07-28 18:28:22,198] User_1_Register - Step 03: Click to Gender male radio
[INFO ] [2021-07-28 18:28:22,570] User_1_Register - Step 04: Input to Firstname Textbox
[INFO ] [2021-07-28 18:28:22,743] User_1_Register - Step 05: Input to Lastname Textbox
[INFO ] [2021-07-28 18:28:22,935] User_1_Register - Step 06: Input to Email Textbox
[INFO ] [2021-07-28 18:28:23,091] User_1_Register - Step 07: Input to Password Textboxkool8631@live.com
[INFO ] [2021-07-28 18:28:23,228] User_1_Register - Step 08: Input to Confirm Password Textbox123456
[INFO ] [2021-07-28 18:28:23,356] User_1_Register - Step 09: Click to Register Button
[INFO ] [2021-07-28 18:28:25,559] User_1_Register - Step 10: Verify Message is Displayed
[INFO ] [2021-07-28 18:28:25,700] User_1_Register - Step 11: Click to Logout Link
[INFO ] [2021-07-28 18:28:28,046] User_1_Register - Step 12: Verify Home Page Slide is Displayed
[INFO ] [2021-07-28 18:28:28,197]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-28 18:28:28,208] User_2_Register - Step 01: Click to Login Link
[INFO ] [2021-07-28 18:28:28,781] User_2_Register - Step 02: Input to Email Textboxkool8631@live.com
[INFO ] [2021-07-28 18:28:28,963] User_2_Register - Step 03: Input to Password Textbox123456
[INFO ] [2021-07-28 18:28:29,078] User_2_Register - Step 04: Click to Login Button
[INFO ] [2021-07-28 18:28:30,615] User_2_Register - Step 05: Verify Home Page Slide is Displayed
[INFO ] [2021-07-28 18:28:30,772]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-28 18:28:30,779] Post-Condition: Close browser
[INFO ] [2021-07-28 23:21:11,752] --------------START delete file in folder -----------
[INFO ] [2021-07-28 23:21:11,776] --------------END delete file in folder -----------
[INFO ] [2021-07-28 23:21:32,870]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-28 23:21:40,970]  -------------------------- FAILED -------------------------- 
[INFO ] [2021-07-28 23:21:45,740]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-28 23:21:45,746] Post-condition: Close browser 'firefox'
[INFO ] [2021-07-28 23:21:49,712] OS name = windows 10
[INFO ] [2021-07-28 23:23:40,447] --------------START delete file in folder -----------
[INFO ] [2021-07-28 23:23:40,452] --------------END delete file in folder -----------
[INFO ] [2021-07-28 23:24:47,094] --------------START delete file in folder -----------
[INFO ] [2021-07-28 23:24:47,101] --------------END delete file in folder -----------
[INFO ] [2021-07-28 23:25:03,229] Post-condition: Close browser 'firefox'
[INFO ] [2021-07-28 23:25:06,595] OS name = windows 10
[INFO ] [2021-07-28 23:28:50,955] --------------START delete file in folder -----------
[INFO ] [2021-07-28 23:28:50,957] --------------END delete file in folder -----------
[INFO ] [2021-07-28 23:29:00,051]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-28 23:29:05,923]  -------------------------- FAILED -------------------------- 
[INFO ] [2021-07-28 23:29:08,221]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-28 23:29:08,224] Post-condition: Close browser 'firefox'
[INFO ] [2021-07-28 23:29:09,374] OS name = windows 10
[INFO ] [2021-07-28 23:30:44,092] --------------START delete file in folder -----------
[INFO ] [2021-07-28 23:30:44,094] --------------END delete file in folder -----------
[INFO ] [2021-07-28 23:30:53,179]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-28 23:30:58,193]  -------------------------- FAILED -------------------------- 
[INFO ] [2021-07-28 23:31:00,572]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-28 23:31:00,574] Post-condition: Close browser 'firefox'
[INFO ] [2021-07-28 23:31:01,791] OS name = windows 10
[INFO ] [2021-07-28 23:32:07,679] --------------START delete file in folder -----------
[INFO ] [2021-07-28 23:32:07,682] --------------END delete file in folder -----------
[INFO ] [2021-07-28 23:35:29,188] --------------START delete file in folder -----------
[INFO ] [2021-07-28 23:35:29,190] --------------END delete file in folder -----------
[INFO ] [2021-07-28 23:39:08,822] --------------START delete file in folder -----------
[INFO ] [2021-07-28 23:39:08,824] --------------END delete file in folder -----------
[INFO ] [2021-07-28 23:45:15,460] --------------START delete file in folder -----------
[INFO ] [2021-07-28 23:45:15,462] --------------END delete file in folder -----------
[INFO ] [2021-07-28 23:46:33,221] --------------START delete file in folder -----------
[INFO ] [2021-07-28 23:46:33,223] --------------END delete file in folder -----------
[INFO ] [2021-07-28 23:46:43,028] Post-condition: Close browser 'firefox'
[INFO ] [2021-07-28 23:46:44,414] OS name = windows 10
[INFO ] [2021-07-28 23:52:44,528] --------------START delete file in folder -----------
[INFO ] [2021-07-28 23:52:44,532] --------------END delete file in folder -----------
[INFO ] [2021-07-28 23:54:07,053] --------------START delete file in folder -----------
[INFO ] [2021-07-28 23:54:07,056] --------------END delete file in folder -----------
[INFO ] [2021-07-28 23:57:44,287] --------------START delete file in folder -----------
[INFO ] [2021-07-28 23:57:44,289] --------------END delete file in folder -----------
[INFO ] [2021-07-28 23:57:44,298] Pre-Condition: Open browser'firefox'and navigate to'http://demo.nopcommerce.com/'
[INFO ] [2021-07-29 00:11:53,848] --------------START delete file in folder -----------
[INFO ] [2021-07-29 00:11:53,850] --------------END delete file in folder -----------
[INFO ] [2021-07-29 00:11:53,869] Pre-Condition: Open browser'firefox'and navigate to'http://demo.nopcommerce.com/'
[INFO ] [2021-07-29 00:12:49,462] --------------START delete file in folder -----------
[INFO ] [2021-07-29 00:12:49,467] --------------END delete file in folder -----------
[INFO ] [2021-07-29 00:12:49,494] Pre-Condition: Open browser'firefox'and navigate to'http://demo.nopcommerce.com/'
[INFO ] [2021-07-29 00:13:06,731] User_01_Register - Step 01: Verify Home Page is displayed
[INFO ] [2021-07-29 00:13:07,019]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-29 00:13:07,021] User_1_Register - Step 02: Click to Register Link
[INFO ] [2021-07-29 00:13:08,468] User_1_Register - Step 03: Click to Gender male radio
[INFO ] [2021-07-29 00:13:08,967] User_1_Register - Step 04: Input to Firstname Textbox
[INFO ] [2021-07-29 00:13:09,144] User_1_Register - Step 05: Input to Lastname Textbox
[INFO ] [2021-07-29 00:13:09,297] User_1_Register - Step 06: Input to Email Textbox
[INFO ] [2021-07-29 00:13:09,428] User_1_Register - Step 07: Input to Password Textboxkool1951@live.com
[INFO ] [2021-07-29 00:13:09,518] User_1_Register - Step 08: Input to Confirm Password Textbox123456
[INFO ] [2021-07-29 00:13:09,605] User_1_Register - Step 09: Click to Register Button
[INFO ] [2021-07-29 00:13:11,706] User_1_Register - Step 10: Verify Message is Displayed
[INFO ] [2021-07-29 00:13:11,777] User_1_Register - Step 11: Click to Logout Link
[INFO ] [2021-07-29 00:13:13,780] User_1_Register - Step 12: Verify Home Page Slide is Displayed
[INFO ] [2021-07-29 00:13:13,871]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-29 00:13:52,656] --------------START delete file in folder -----------
[INFO ] [2021-07-29 00:13:52,659] --------------END delete file in folder -----------
[INFO ] [2021-07-29 00:13:52,677] Pre-Condition: Open browser'firefox'and navigate to'http://demo.nopcommerce.com/'
[INFO ] [2021-07-29 00:14:04,151] User_01_Register - Step 01: Verify Home Page is displayed
[INFO ] [2021-07-29 00:14:04,284]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-29 00:14:04,287] User_1_Register - Step 02: Click to Register Link
[INFO ] [2021-07-29 00:14:06,260] User_1_Register - Step 03: Click to Gender male radio
[INFO ] [2021-07-29 00:14:06,562] User_1_Register - Step 04: Input to Firstname Textbox
[INFO ] [2021-07-29 00:14:06,660] User_1_Register - Step 05: Input to Lastname Textbox
[INFO ] [2021-07-29 00:14:06,779] User_1_Register - Step 06: Input to Email Textbox
[INFO ] [2021-07-29 00:14:06,890] User_1_Register - Step 07: Input to Password Textboxkool1699@live.com
[INFO ] [2021-07-29 00:14:06,982] User_1_Register - Step 08: Input to Confirm Password Textbox123456
[INFO ] [2021-07-29 00:14:07,060] User_1_Register - Step 09: Click to Register Button
[INFO ] [2021-07-29 00:14:08,247] User_1_Register - Step 10: Verify Message is Displayed
[INFO ] [2021-07-29 00:14:08,348] User_1_Register - Step 11: Click to Logout Link
[INFO ] [2021-07-29 00:14:10,385] User_1_Register - Step 12: Verify Home Page Slide is Displayed
[INFO ] [2021-07-29 00:14:10,469]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-29 00:23:44,405] --------------START delete file in folder -----------
[INFO ] [2021-07-29 00:23:44,407] --------------END delete file in folder -----------
[INFO ] [2021-07-29 00:23:44,417] Pre-Condition: Open browser'firefox'and navigate to'http://demo.nopcommerce.com/'
[INFO ] [2021-07-29 00:23:56,689] User_01_Register - Step 01: Verify Home Page is displayed
[INFO ] [2021-07-29 00:23:56,901]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-29 00:23:56,904] User_1_Register - Step 02: Click to Register Link
[INFO ] [2021-07-29 00:23:58,502] User_1_Register - Step 03: Click to Gender male radio
[INFO ] [2021-07-29 00:23:58,848] User_1_Register - Step 04: Input to Firstname Textbox
[INFO ] [2021-07-29 00:23:58,994] User_1_Register - Step 05: Input to Lastname Textbox
[INFO ] [2021-07-29 00:23:59,161] User_1_Register - Step 06: Input to Email Textbox
[INFO ] [2021-07-29 00:23:59,313] User_1_Register - Step 07: Input to Password Textboxkool9978@live.com
[INFO ] [2021-07-29 00:23:59,447] User_1_Register - Step 08: Input to Confirm Password Textbox123456
[INFO ] [2021-07-29 00:23:59,593] User_1_Register - Step 09: Click to Register Button
[INFO ] [2021-07-29 00:24:01,186] User_1_Register - Step 10: Verify Message is Displayed
[INFO ] [2021-07-29 00:24:01,325] User_1_Register - Step 11: Click to Logout Link
[INFO ] [2021-07-29 00:24:01,723] User_1_Register - Step 12: Verify Home Page Slide is Displayed
[INFO ] [2021-07-29 00:24:03,583] User_2_Register - Step 01: Click to Login Link
[INFO ] [2021-07-29 00:24:03,596] Post-condition: Close browser 'firefox'
[INFO ] [2021-07-29 00:24:03,597] OS name = windows 10
[INFO ] [2021-07-29 00:24:03,603] Tried to run command without establishing a connection
Build info: version: '3.141.59', revision: 'e82be7d358', time: '2018-11-14T08:25:53'
System info: host: 'ADMIN', ip: '192.168.0.102', os.name: 'Windows 10', os.arch: 'amd64', os.version: '10.0', java.version: '15.0.1'
Driver info: org.openqa.selenium.firefox.FirefoxDriver
Capabilities {acceptInsecureCerts: true, browserName: firefox, browserVersion: 90.0.2, javascriptEnabled: true, moz:accessibilityChecks: false, moz:buildID: 20210721174149, moz:geckodriverVersion: 0.29.1, moz:headless: false, moz:processID: 10140, moz:profile: C:\Users\Admin\AppData\Loca..., moz:shutdownTimeout: 60000, moz:useNonSpecCompliantPointerOrigin: false, moz:webdriverClick: true, pageLoadStrategy: normal, platform: WINDOWS, platformName: WINDOWS, platformVersion: 10.0, proxy: Proxy(), setWindowRect: true, strictFileInteractability: false, timeouts: {implicit: 0, pageLoad: 300000, script: 30000}, unhandledPromptBehavior: dismiss and notify}
Session ID: 5d036c70-b23f-40b3-b5a6-6bfd2ed31e57
[INFO ] [2021-07-29 00:25:23,653] --------------START delete file in folder -----------
[INFO ] [2021-07-29 00:25:23,656] --------------END delete file in folder -----------
[INFO ] [2021-07-29 00:25:23,671] Pre-Condition: Open browser'firefox'and navigate to'http://demo.nopcommerce.com/'
[INFO ] [2021-07-29 00:25:35,563] Post-condition: Close browser 'firefox'
[INFO ] [2021-07-29 00:25:35,572] OS name = windows 10
[INFO ] [2021-07-29 00:43:42,825] --------------START delete file in folder -----------
[INFO ] [2021-07-29 00:43:42,827] --------------END delete file in folder -----------
[INFO ] [2021-07-29 00:43:42,838] Pre-Condition: Open browser'firefox'and navigate to'http://demo.nopcommerce.com/'
[INFO ] [2021-07-29 00:43:53,931] Post-condition: Close browser 'firefox'
[INFO ] [2021-07-29 00:43:53,932] OS name = windows 10
[INFO ] [2021-07-29 00:45:40,117] --------------START delete file in folder -----------
[INFO ] [2021-07-29 00:45:40,119] --------------END delete file in folder -----------
[INFO ] [2021-07-29 00:45:40,132] Pre-Condition: Open browser'firefox'and navigate to'http://demo.nopcommerce.com/'
[INFO ] [2021-07-29 00:46:47,532] --------------START delete file in folder -----------
[INFO ] [2021-07-29 00:46:47,534] --------------END delete file in folder -----------
[INFO ] [2021-07-29 00:46:47,551] Pre-Condition: Open browser'firefox'and navigate to'http://demo.nopcommerce.com/'
[INFO ] [2021-07-29 00:47:06,717] Post-condition: Close browser 'firefox'
[INFO ] [2021-07-29 00:47:06,719] OS name = windows 10
[INFO ] [2021-07-29 00:59:52,099] --------------START delete file in folder -----------
[INFO ] [2021-07-29 00:59:52,100] --------------END delete file in folder -----------
[INFO ] [2021-07-29 01:01:43,662] --------------START delete file in folder -----------
[INFO ] [2021-07-29 01:01:43,664] --------------END delete file in folder -----------
[INFO ] [2021-07-29 01:02:18,217] --------------START delete file in folder -----------
[INFO ] [2021-07-29 01:02:18,220] --------------END delete file in folder -----------
[INFO ] [2021-07-29 01:02:27,339]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-29 01:02:32,607]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-29 01:02:35,366]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-29 01:02:35,369] Post-condition: Close browser 'firefox'
[INFO ] [2021-07-29 01:02:35,371] OS name = windows 10
[INFO ] [2021-07-29 01:06:51,235] --------------START delete file in folder -----------
[INFO ] [2021-07-29 01:06:51,237] --------------END delete file in folder -----------
[INFO ] [2021-07-29 01:07:03,391]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-29 01:07:11,279]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-29 01:07:13,034] Post-condition: Close browser 'firefox'
[INFO ] [2021-07-29 01:07:13,035] OS name = windows 10
[INFO ] [2021-07-29 01:07:13,039] Tried to run command without establishing a connection
Build info: version: '3.141.59', revision: 'e82be7d358', time: '2018-11-14T08:25:53'
System info: host: 'ADMIN', ip: '192.168.0.102', os.name: 'Windows 10', os.arch: 'amd64', os.version: '10.0', java.version: '15.0.1'
Driver info: org.openqa.selenium.firefox.FirefoxDriver
Capabilities {acceptInsecureCerts: true, browserName: firefox, browserVersion: 90.0.2, javascriptEnabled: true, moz:accessibilityChecks: false, moz:buildID: 20210721174149, moz:geckodriverVersion: 0.29.1, moz:headless: false, moz:processID: 17080, moz:profile: C:\Users\Admin\AppData\Loca..., moz:shutdownTimeout: 60000, moz:useNonSpecCompliantPointerOrigin: false, moz:webdriverClick: true, pageLoadStrategy: normal, platform: WINDOWS, platformName: WINDOWS, platformVersion: 10.0, proxy: Proxy(), setWindowRect: true, strictFileInteractability: false, timeouts: {implicit: 0, pageLoad: 300000, script: 30000}, unhandledPromptBehavior: dismiss and notify}
Session ID: fc1835c6-bee2-4c43-9931-51e06f7334e2
[INFO ] [2021-07-29 01:11:12,574] --------------START delete file in folder -----------
[INFO ] [2021-07-29 01:11:12,577] --------------END delete file in folder -----------
[INFO ] [2021-07-29 01:11:23,807]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-29 01:11:31,264]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-29 01:11:34,126]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-29 01:11:34,128] Post-condition: Close browser 'firefox'
[INFO ] [2021-07-29 01:11:34,129] OS name = windows 10
[INFO ] [2021-07-29 08:54:02,218] --------------START delete file in folder -----------
[INFO ] [2021-07-29 08:54:02,220] --------------END delete file in folder -----------
[INFO ] [2021-07-29 08:54:02,233] Pre-Condition: Open browser'firefox'and navigate to'http://demo.nopcommerce.com/'
[INFO ] [2021-07-29 08:54:14,704] User_01_Register - Step 01: Verify Home Page is displayed
[INFO ] [2021-07-29 08:54:14,876]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-29 08:54:14,879] User_1_Register - Step 02: Click to Register Link
[INFO ] [2021-07-29 08:54:17,009] User_1_Register - Step 03: Click to Gender male radio
[INFO ] [2021-07-29 08:54:17,319] User_1_Register - Step 04: Input to Firstname Textbox
[INFO ] [2021-07-29 08:54:17,428] User_1_Register - Step 05: Input to Lastname Textbox
[INFO ] [2021-07-29 08:54:17,522] User_1_Register - Step 06: Input to Email Textbox
[INFO ] [2021-07-29 08:54:17,625] User_1_Register - Step 07: Input to Password Textboxkool3774@live.com
[INFO ] [2021-07-29 08:54:17,765] User_1_Register - Step 08: Input to Confirm Password Textbox123456
[INFO ] [2021-07-29 08:54:17,848] User_1_Register - Step 09: Click to Register Button
[INFO ] [2021-07-29 08:54:19,722] User_1_Register - Step 10: Verify Message is Displayed
[INFO ] [2021-07-29 08:54:19,800] User_1_Register - Step 11: Click to Logout Link
[INFO ] [2021-07-29 08:54:21,619] User_1_Register - Step 12: Verify Home Page Slide is Displayed
[INFO ] [2021-07-29 08:54:21,705]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-29 08:54:21,713] User_2_Register - Step 01: Click to Login Link
[INFO ] [2021-07-29 08:54:23,042] User_2_Register - Step 02: Input to Email Textboxkool3774@live.com
[INFO ] [2021-07-29 08:54:23,150] User_2_Register - Step 03: Input to Password Textbox123456
[INFO ] [2021-07-29 08:54:23,226] User_2_Register - Step 04: Click to Login Button
[INFO ] [2021-07-29 08:54:25,198] User_2_Register - Step 05: Verify Home Page Slide is Displayed
[INFO ] [2021-07-29 08:54:25,285]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-29 08:54:25,288] Post-condition: Close browser 'firefox'
[INFO ] [2021-07-29 08:54:25,290] OS name = windows 10
[INFO ] [2021-07-29 08:56:42,029] --------------START delete file in folder -----------
[INFO ] [2021-07-29 08:56:42,031] --------------END delete file in folder -----------
[INFO ] [2021-07-29 11:31:37,673] --------------START delete file in folder -----------
[INFO ] [2021-07-29 11:31:37,676] --------------END delete file in folder -----------
[INFO ] [2021-07-29 11:31:48,287]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-29 11:33:03,742] --------------START delete file in folder -----------
[INFO ] [2021-07-29 11:33:03,744] --------------END delete file in folder -----------
[INFO ] [2021-07-29 11:33:03,763] Pre-Condition: Open browser'firefox'and navigate to'http://demo.nopcommerce.com/'
[INFO ] [2021-07-29 11:35:27,947] --------------START delete file in folder -----------
[INFO ] [2021-07-29 11:35:27,949] --------------END delete file in folder -----------
[INFO ] [2021-07-29 11:40:01,099] --------------START delete file in folder -----------
[INFO ] [2021-07-29 11:40:01,102] --------------END delete file in folder -----------
[INFO ] [2021-07-29 11:40:52,224] --------------START delete file in folder -----------
[INFO ] [2021-07-29 11:40:52,226] --------------END delete file in folder -----------
[INFO ] [2021-07-29 11:40:52,246] Pre-Condition: Open browser'firefox'and navigate to'http://demo.nopcommerce.com/'
[INFO ] [2021-07-29 11:41:06,299] User_01_Register - Step 01: Verify Home Page is displayed
[INFO ] [2021-07-29 11:41:06,449]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-29 11:41:06,451] User_1_Register - Step 02: Click to Register Link
[INFO ] [2021-07-29 11:41:08,542] User_1_Register - Step 03: Click to Gender male radio
[INFO ] [2021-07-29 11:41:08,937] User_1_Register - Step 04: Input to Firstname Textbox
[INFO ] [2021-07-29 11:41:09,057] User_1_Register - Step 05: Input to Lastname Textbox
[INFO ] [2021-07-29 11:41:09,174] User_1_Register - Step 06: Input to Email Textbox
[INFO ] [2021-07-29 11:41:09,309] User_1_Register - Step 07: Input to Password Textboxkool3411@live.com
[INFO ] [2021-07-29 11:41:09,417] User_1_Register - Step 08: Input to Confirm Password Textbox123456
[INFO ] [2021-07-29 11:41:09,526] User_1_Register - Step 09: Click to Register Button
[INFO ] [2021-07-29 11:41:12,234] User_1_Register - Step 10: Verify Message is Displayed
[INFO ] [2021-07-29 11:41:12,352] User_1_Register - Step 11: Click to Logout Link
[INFO ] [2021-07-29 11:41:12,946] User_1_Register - Step 12: Verify Home Page Slide is Displayed
[INFO ] [2021-07-29 11:42:33,893] --------------START delete file in folder -----------
[INFO ] [2021-07-29 11:42:33,895] --------------END delete file in folder -----------
[INFO ] [2021-07-29 11:42:33,911] Pre-Condition: Open browser'firefox'and navigate to'http://demo.nopcommerce.com/'
[INFO ] [2021-07-29 11:42:50,731] User_01_Register - Step 01: Verify Home Page is displayed
[INFO ] [2021-07-29 11:42:50,890]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-29 11:42:50,893] User_1_Register - Step 02: Click to Register Link
[INFO ] [2021-07-29 11:42:54,678] User_1_Register - Step 03: Click to Gender male radio
[INFO ] [2021-07-29 11:42:55,002] User_1_Register - Step 04: Input to Firstname Textbox
[INFO ] [2021-07-29 11:42:55,131] User_1_Register - Step 05: Input to Lastname Textbox
[INFO ] [2021-07-29 11:42:55,228] User_1_Register - Step 06: Input to Email Textbox
[INFO ] [2021-07-29 11:42:55,356] User_1_Register - Step 07: Input to Password Textboxkool9506@live.com
[INFO ] [2021-07-29 11:42:55,446] User_1_Register - Step 08: Input to Confirm Password Textbox123456
[INFO ] [2021-07-29 11:42:55,538] User_1_Register - Step 09: Click to Register Button
[INFO ] [2021-07-29 11:42:57,235] User_1_Register - Step 10: Verify Message is Displayed
[INFO ] [2021-07-29 11:42:57,323] User_1_Register - Step 11: Click to Logout Link
[INFO ] [2021-07-29 11:42:59,852] User_1_Register - Step 12: Verify Home Page Slide is Displayed
[INFO ] [2021-07-29 11:42:59,959]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-29 11:42:59,970] User_2_Register - Step 01: Click to Login Link
[INFO ] [2021-07-29 11:43:00,534] User_2_Register - Step 02: Input to Email Textboxkool9506@live.com
[INFO ] [2021-07-29 11:43:02,137] Post-condition: Close browser 'firefox'
[INFO ] [2021-07-29 11:43:02,138] OS name = windows 10
[INFO ] [2021-07-29 11:43:02,147] Tried to run command without establishing a connection
Build info: version: '3.141.59', revision: 'e82be7d358', time: '2018-11-14T08:25:53'
System info: host: 'ADMIN', ip: '192.168.0.102', os.name: 'Windows 10', os.arch: 'amd64', os.version: '10.0', java.version: '15.0.1'
Driver info: org.openqa.selenium.firefox.FirefoxDriver
Capabilities {acceptInsecureCerts: true, browserName: firefox, browserVersion: 90.0.2, javascriptEnabled: true, moz:accessibilityChecks: false, moz:buildID: 20210721174149, moz:geckodriverVersion: 0.29.1, moz:headless: false, moz:processID: 24868, moz:profile: C:\Users\Admin\AppData\Loca..., moz:shutdownTimeout: 60000, moz:useNonSpecCompliantPointerOrigin: false, moz:webdriverClick: true, pageLoadStrategy: normal, platform: WINDOWS, platformName: WINDOWS, platformVersion: 10.0, proxy: Proxy(), setWindowRect: true, strictFileInteractability: false, timeouts: {implicit: 0, pageLoad: 300000, script: 30000}, unhandledPromptBehavior: dismiss and notify}
Session ID: d2afa71b-8753-47f4-8dcf-6fe2d3405676
[INFO ] [2021-07-29 12:08:33,369] --------------START delete file in folder -----------
[INFO ] [2021-07-29 12:08:33,369] --------------START delete file in folder -----------
[INFO ] [2021-07-29 12:08:33,375] --------------END delete file in folder -----------
[INFO ] [2021-07-29 12:08:33,377] --------------END delete file in folder -----------
[INFO ] [2021-07-29 12:08:33,395] Pre-Condition: Open browser'firefox'and navigate to'http://demo.nopcommerce.com/'
[INFO ] [2021-07-29 12:08:33,395] Pre-Condition: Open browser'chrome'and navigate to'http://demo.nopcommerce.com/'
[INFO ] [2021-07-29 12:08:41,304] User_01_Register - Step 01: Verify Home Page is displayed
[INFO ] [2021-07-29 12:08:41,501]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-07-29 12:08:41,503] User_1_Register - Step 02: Click to Register Link
[INFO ] [2021-07-29 12:08:43,982] User_1_Register - Step 03: Click to Gender male radio
[INFO ] [2021-07-29 12:08:44,383] User_1_Register - Step 04: Input to Firstname Textbox
[INFO ] [2021-07-29 12:08:44,809] User_1_Register - Step 05: Input to Lastname Textbox
[INFO ] [2021-07-29 12:08:45,167] User_1_Register - Step 06: Input to Email Textbox
[INFO ] [2021-07-29 12:08:45,459] User_1_Register - Step 07: Input to Password Textboxkool9178@live.com
[INFO ] [2021-07-29 12:08:45,691] User_1_Register - Step 08: Input to Confirm Password Textbox123456
[INFO ] [2021-07-29 12:08:45,900] User_1_Register - Step 09: Click to Register Button
[INFO ] [2021-07-29 12:08:47,424] User_1_Register - Step 10: Verify Message is Displayed
[INFO ] [2021-07-29 12:08:47,545] User_1_Register - Step 11: Click to Logout Link
